"","country","year","region","continent","population","infant_mortality","fertility","gdp","life_expectancy"
"711","Sudan",1963,"Northern Africa","Africa",8223613,102.6,6.76,3450916780,50.99
"714","Sweden",1963,"Northern Europe","Europe",7627722,15,2.33,98678111216,73.53
"716","Syria",1963,"Western Asia","Asia",5057825,105.6,7.54,2777902913,54.56
"719","Thailand",1963,"South-Eastern Asia","Asia",29967043,92.7,6.16,10726883846,56.98
"721","Togo",1963,"Western Africa","Africa",1631763,153.5,6.68,340478937.5,43.1
"723","Trinidad and Tobago",1963,"Caribbean","Americas",892571,51.5,4.87,3478806874,64.63
"724","Tunisia",1963,"Northern Africa","Africa",4377636,170.9,7.13,3472635640,45.47
"725","Turkey",1963,"Western Asia","Asia",29597047,152.6,6.1,51907856546,49.35
"730","United Kingdom",1963,"Northern Europe","Europe",53537821,21.4,2.8,569540291077,70.74
"731","United States",1963,"Northern America","Americas",194513911,24.4,3.35,2809548625972,70.04
"732","Uruguay",1963,"South America","Americas",2635128,53.6,2.87,10726193929,68.55
"735","Venezuela",1963,"South America","Americas",9130346,55.3,6.58,47848570687,61.91
"739","Zambia",1963,"Eastern Africa","Africa",3342894,116.7,7.18,1692045830,49.94
"740","Zimbabwe",1963,"Eastern Africa","Africa",4140804,85.3,7.31,1672491323,54.42
"742","Algeria",1964,"Northern Africa","Africa",12295973,148.7,7.65,13640013825,49.58
"745","Argentina",1964,"South America","Americas",21953926,59.25,3.07,118080005266,65.84
"748","Australia",1964,"Australia and New Zealand","Oceania",11114995,18.8,3.15,114018332823,70.63
"749","Austria",1964,"Western Europe","Europe",7249855,29.7,2.8,62727547439,70.13
"753","Bangladesh",1964,"Southern Asia","Asia",54129390,160.3,6.85,15770797883,48.29
"754","Barbados",1964,"Caribbean","Americas",234547,54.4,4.09,917967662,63.74
"756","Belgium",1964,"Western Europe","Europe",9383443,25,2.6,84119657630,70.66
"758","Benin",1964,"Western Africa","Africa",2586362,173.6,6.5,691790796.4,40.38
"760","Bolivia",1964,"South America","Americas",3990855,162.2,6.61,3607704142,45.24
"762","Botswana",1964,"Southern Africa","Africa",579560,102.8,6.68,159750039.4,51.67
"763","Brazil",1964,"South America","Americas",81751802,117.1,5.95,127594490403,57.21
"766","Burkina Faso",1964,"Western Africa","Africa",5098892,154.3,6.41,665277229.1,37.27
"767","Burundi",1964,"Eastern Africa","Africa",3011957,142.8,7.14,355135383.2,41.69
"769","Cameroon",1964,"Middle Africa","Africa",5850454,155.5,5.89,3083572854,45.59
"770","Canada",1964,"Northern America","Americas",19349346,24,3.51,208220175172,71.64
"772","Central African Republic",1964,"Middle Africa","Africa",1616515,154.7,5.93,547972473.7,39.36
"774","Chile",1964,"South America","Americas",8423614,105.1,5.19,16798498659,58.54
"776","Colombia",1964,"South America","Americas",18581972,82.6,6.66,23160961294,60.21
"779","Congo, Rep.",1964,"Middle Africa","Africa",1126602,102.1,6.06,711222903.3,50.55
"780","Costa Rica",1964,"Central America","Americas",1537035,75.1,6.89,2803755710,64.26
"781","Cote d'Ivoire",1964,"Western Africa","Africa",4049675,188,7.64,3002348243,40.84
"786","Denmark",1964,"Northern Europe","Europe",4723496,18.7,2.6,64480653282,72.61
"788","Dominican Republic",1964,"Caribbean","Americas",3757962,96.4,7.19,3925491550,56.52
"789","Ecuador",1964,"South America","Americas",5099470,109.6,6.59,4329877471,56.53
"790","Egypt",1964,"Northern Africa","Africa",30094082,183.4,6.47,15799225320,50.42
"791","El Salvador",1964,"Central America","Americas",3106186,117.4,6.7,5310184301,54.81
"796","Fiji",1964,"Melanesia","Oceania",450452,47.5,5.68,522895396.2,57.35
"797","Finland",1964,"Northern Europe","Europe",4546343,17.4,2.58,38981205393,69.4
"798","France",1964,"Western Europe","Europe",48402900,19.4,2.8,441742742172,71.43
"804","Ghana",1964,"Western Africa","Africa",7513286,121.2,6.89,2183203739,48.07
"805","Greece",1964,"Southern Europe","Europe",8492232,43.6,2.26,37956509843,69.69
"808","Guatemala",1964,"Central America","Americas",4600846,135.3,6.43,4937316476,49.05
"811","Guyana",1964,"South America","Americas",635778,59.5,5.33,398997699.3,59.75
"813","Honduras",1964,"Central America","Americas",2282764,124.5,7.44,1766828975,50.65
"816","Iceland",1964,"Northern Europe","Europe",189276,16,3.74,2328606903,73.72
"817","India",1964,"Southern Asia","Asia",487690114,155.3,5.81,98545195448,44.23
"818","Indonesia",1964,"South-Eastern Asia","Asia",97638027,134.1,5.62,20172590380,48.24
"823","Italy",1964,"Southern Europe","Europe",51289904,37.3,2.5,366227848610,70.37
"825","Japan",1964,"Eastern Asia","Asia",96253064,21,1.97,1063079949387,70.26
"828","Kenya",1964,"Eastern Africa","Africa",9200158,103.6,8.1,2436766588,50.13
"830","South Korea",1964,"Eastern Asia","Asia",27770874,65.3,5.36,36643076469,56.04
"836","Lesotho",1964,"Southern Africa","Africa",915473,141.3,5.81,158404991.6,48.59
"837","Liberia",1964,"Western Africa","Africa",1224094,208.8,6.5,757421957.7,36.73
"840","Luxembourg",1964,"Western Europe","Europe",327361,25.4,2.37,5054877293,68.98
"844","Malawi",1964,"Eastern Africa","Africa",3963424,214.3,7.06,381423169.5,39.49
"845","Malaysia",1964,"South-Eastern Asia","Asia",9287442,55.8,5.81,8586997221,62.17
"849","Mauritania",1964,"Western Africa","Africa",963746,123.1,6.8,465123119.7,46.59
"851","Mexico",1964,"Central America","Americas",43264267,89.3,6.77,125449584624,59.4
"856","Morocco",1964,"Northern Africa","Africa",13871988,135.5,7.12,8783539137,51.58
"859","Nepal",1964,"Southern Asia","Asia",10719988,205.2,6,1541586302,41.67
"860","Netherlands",1964,"Western Europe","Europe",12057475,14.9,3.17,118259468831,73.71
"863","Nicaragua",1964,"Central America","Americas",2002119,128.2,7.05,2375786760,54.04
"865","Nigeria",1964,"Western Africa","Africa",49169819,195.4,6.34,15256951393,42.75
"866","Norway",1964,"Northern Europe","Europe",3694987,16.6,2.96,45610954782,73.7
"867","Oman",1964,"Western Asia","Asia",608889,207.9,7.26,685178342.7,48.26
"868","Pakistan",1964,"Southern Asia","Asia",49555472,165.8,6.6,11145471881,50.27
"869","Panama",1964,"Central America","Americas",1276274,60.4,5.71,2625299370,63.72
"870","Papua New Guinea",1964,"Melanesia","Oceania",2116832,119.6,6.27,1068278574,41.39
"871","Paraguay",1964,"South America","Americas",2114095,60.5,6.41,1479030545,67.61
"872","Peru",1964,"South America","Americas",11281015,121.8,6.8,21032920217,51.25
"873","Philippines",1964,"South-Eastern Asia","Asia",29962877,61.4,6.87,22048562380,60.21
"875","Portugal",1964,"Southern Europe","Europe",8915539,70.1,3.19,26570787524,65.22
"880","Rwanda",1964,"Eastern Africa","Africa",3161719,122,8.2,525370037.4,44.35
"885","Senegal",1964,"Western Africa","Africa",3547939,125.9,7.11,2040862637,38.74
"887","Seychelles",1964,"Eastern Africa","Africa",45651,67.8,5.76,58919480.48,62.47
"888","Sierra Leone",1964,"Western Africa","Africa",2301023,211,6.3,564137222.8,38.1
"889","Singapore",1964,"South-Eastern Asia","Asia",1836087,28.3,4.66,4617455666,66.16
"894","Spain",1964,"Southern Europe","Europe",31838485,37.3,2.83,160406569972,70.54
"895","Sri Lanka",1964,"Southern Asia","Asia",10858780,62.4,5.07,3121994086,61.55
"896","Sudan",1964,"Northern Africa","Africa",8475765,101.1,6.79,3412251040,51.47
"899","Sweden",1964,"Northern Europe","Europe",7682603,14.4,2.48,105409395859,73.7
"901","Syria",1964,"Western Asia","Asia",5224579,100.8,7.56,3035452396,55.15
"904","Thailand",1964,"South-Eastern Asia","Asia",30881332,89.7,6.15,11459639926,57.4
"906","Togo",1964,"Western Africa","Africa",1662072,150.5,6.73,389119797,43.77
"908","Trinidad and Tobago",1964,"Caribbean","Americas",903272,50.1,4.66,3744257235,64.94
"909","Tunisia",1964,"Northern Africa","Africa",4458609,163.2,7.11,3642979536,46.35
"910","Turkey",1964,"Western Asia","Asia",30292969,148.2,6.03,54741536059,50.15
"915","United Kingdom",1964,"Northern Europe","Europe",53920055,20.8,2.79,598235339602,71.53
"916","United States",1964,"Northern America","Americas",197028908,23.8,3.22,2972502446278,70.33
"917","Uruguay",1964,"South America","Americas",2665387,52.7,2.86,10987968920,68.67
"920","Venezuela",1964,"South America","Americas",9476255,54.2,6.5,53173803147,62.51
"924","Zambia",1964,"Eastern Africa","Africa",3449266,115.1,7.24,1898713119,50.44
"925","Zimbabwe",1964,"Eastern Africa","Africa",4279561,82.8,7.35,1653990695,54.83
"927","Algeria",1965,"Northern Africa","Africa",12626953,149.1,7.66,14486635612,50.09
"930","Argentina",1965,"South America","Americas",22283389,59.11,3.06,130560392722,65.95
"933","Australia",1965,"Australia and New Zealand","Oceania",11368011,18.6,2.97,120858336146,70.96
"934","Austria",1965,"Western Europe","Europe",7298794,28.3,2.7,64910575812,69.92
"938","Bangladesh",1965,"Southern Asia","Asia",55835020,157.4,6.88,16024117621,48.6
"939","Barbados",1965,"Caribbean","Americas",235373,51.7,3.96,1022935828,64.2
"941","Belgium",1965,"Western Europe","Europe",9440279,24.1,2.56,87114872497,70.51
"943","Benin",1965,"Western Africa","Africa",2632360,170.2,6.54,728413252.2,40.93
"945","Bolivia",1965,"South America","Americas",4070590,159.4,6.59,3810638169,45.62
"947","Botswana",1965,"Southern Africa","Africa",595741,99.8,6.69,169037837.2,52
"948","Brazil",1965,"South America","Americas",84130061,114.5,5.82,131490572734,57.66
"951","Burkina Faso",1965,"Western Africa","Africa",5174869,153,6.45,690321892.2,37.8
"952","Burundi",1965,"Eastern Africa","Africa",3079034,143.6,7.18,369224405.1,41.95
"954","Cameroon",1965,"Middle Africa","Africa",5987671,152.2,5.95,3146047697,46.13
"955","Canada",1965,"Northern America","Americas",19693538,23.1,3.15,222038801086,71.74
"957","Central African Republic",1965,"Middle Africa","Africa",1648830,151.7,5.94,553164890.8,39.92
"959","Chile",1965,"South America","Americas",8612074,96.5,5,16868577798,59.03
"960","China",1965,"Eastern Asia","Asia",706590947,81,6.02,71616855292,54.28
"961","Colombia",1965,"South America","Americas",19144220,80.9,6.56,23858682287,60.7
"964","Congo, Rep.",1965,"Middle Africa","Africa",1157905,99.7,6.1,737370784,51.02
"965","Costa Rica",1965,"Central America","Americas",1589625,68.8,6.63,3079354166,64.8
"966","Cote d'Ivoire",1965,"Western Africa","Africa",4219739,183.3,7.7,2908985592,41.51
"971","Denmark",1965,"Northern Europe","Europe",4760262,17.8,2.61,67417911345,72.49
"973","Dominican Republic",1965,"Caribbean","Americas",3878952,94.6,7.05,3435518212,57.28
"974","Ecuador",1965,"South America","Americas",5250120,107,6.55,4467234895,57.02
"975","Egypt",1965,"Northern Africa","Africa",30872982,178.1,6.41,17256717130,50.88
"976","El Salvador",1965,"Central America","Americas",3197865,115.5,6.64,5595259457,55.4
"981","Fiji",1965,"Melanesia","Oceania",463884,46.3,5.48,508775824.3,57.75
"982","Finland",1965,"Northern Europe","Europe",4564690,16.6,2.46,41048323285,69.16
"983","France",1965,"Western Europe","Europe",48952283,18.5,2.77,462849365785,71.26
"989","Ghana",1965,"Western Africa","Africa",7710547,120.8,6.92,2213091747,48.44
"990","Greece",1965,"Southern Europe","Europe",8534252,42.3,2.29,41521636084,69.91
"993","Guatemala",1965,"Central America","Americas",4728203,132.6,6.4,5152670837,49.73
"996","Guyana",1965,"South America","Americas",650379,58.3,5.27,441056121.4,59.92
"998","Honduras",1965,"Central America","Americas",2352637,120.5,7.44,1926499597,51.35
"1000","Hungary",1965,"Eastern Europe","Europe",10170472,44.4,1.89,18359925549,69.22
"1001","Iceland",1965,"Northern Europe","Europe",192251,15.5,3.6,2500265500,74
"1002","India",1965,"Southern Asia","Asia",497920270,153.2,5.78,95947770642,44.98
"1003","Indonesia",1965,"South-Eastern Asia","Asia",100308896,130.6,5.61,20363640993,43.77
"1004","Iran",1965,"Southern Asia","Asia",24955116,155.99,6.83,24187876610,49.04
"1008","Italy",1965,"Southern Europe","Europe",51693136,35.7,2.52,378196261570,70.24
"1010","Japan",1965,"Eastern Asia","Asia",97341852,19.1,1.98,1124948096897,70.31
"1013","Kenya",1965,"Eastern Africa","Africa",9504702,101.2,8.12,2485723523,50.75
"1015","South Korea",1965,"Eastern Asia","Asia",28392722,61.6,5.16,38544903391,56.84
"1021","Lesotho",1965,"Southern Africa","Africa",933251,140.9,5.8,161817196.1,48.79
"1022","Liberia",1965,"Western Africa","Africa",1252968,206.8,6.52,793731217.9,37.23
"1025","Luxembourg",1965,"Western Europe","Europe",330164,24.4,2.34,5017727301,69.31
"1028","Madagascar",1965,"Eastern Africa","Africa",5769219,111,7.3,2234242838,44.85
"1029","Malawi",1965,"Eastern Africa","Africa",4058680,213.3,7.1,433359630.3,39.75
"1030","Malaysia",1965,"South-Eastern Asia","Asia",9569784,53.4,5.66,9246896226,62.71
"1034","Mauritania",1965,"Western Africa","Africa",992368,120.3,6.8,540186225.7,47.18
"1036","Mexico",1965,"Central America","Americas",44623041,87.6,6.77,133686930877,59.78
"1041","Morocco",1965,"Northern Africa","Africa",14248426,133,7.08,8951060778,52.06
"1044","Nepal",1965,"Southern Asia","Asia",10905006,200.7,6,1523038106,42.14
"1045","Netherlands",1965,"Western Europe","Europe",12216122,14.5,3.04,128480746992,73.58
"1048","Nicaragua",1965,"Central America","Americas",2062633,126.6,7.01,2589699300,54.88
"1050","Nigeria",1965,"Western Africa","Africa",50238569,191,6.34,16002249934,43.29
"1051","Norway",1965,"Northern Europe","Europe",3724065,16,2.93,48021771422,73.83
"1052","Oman",1965,"Western Asia","Asia",625007,197.6,7.27,688248615.9,49.13
"1053","Pakistan",1965,"Southern Asia","Asia",50848775,160.5,6.6,12306759369,51.01
"1054","Panama",1965,"Central America","Americas",1314627,59,5.64,2865104694,64.21
"1055","Papua New Guinea",1965,"Melanesia","Oceania",2161103,116.1,6.26,1177974929,42.22
"1056","Paraguay",1965,"South America","Americas",2170853,60,6.36,1558360064,67.87
"1057","Peru",1965,"South America","Americas",11607684,118.2,6.75,22071787233,51.79
"1058","Philippines",1965,"South-Eastern Asia","Asia",30913931,60.2,6.78,23209597885,60.56
"1060","Portugal",1965,"Southern Europe","Europe",8888635,66.4,3.18,28555356597,66.17
"1065","Rwanda",1965,"Eastern Africa","Africa",3232937,122.2,8.2,562196003.9,44.62
"1070","Senegal",1965,"Western Africa","Africa",3649308,125.7,7.15,2068050794,38.71
"1072","Seychelles",1965,"Eastern Africa","Africa",46770,66,5.84,118082215.1,62.81
"1073","Sierra Leone",1965,"Western Africa","Africa",2332999,207.6,6.38,604643154.2,38.7
"1074","Singapore",1965,"South-Eastern Asia","Asia",1879571,27.3,4.36,5250605184,66.31
"1079","Spain",1965,"Southern Europe","Europe",32192223,35.6,2.83,170437009179,70.95
"1080","Sri Lanka",1965,"Southern Asia","Asia",11117685,60.4,4.96,3201197958,62.07
"1081","Sudan",1965,"Northern Africa","Africa",8738703,99.8,6.81,3643501794,51.94
"1084","Sweden",1965,"Northern Europe","Europe",7741167,13.7,2.41,109437566536,73.85
"1086","Syria",1965,"Western Asia","Asia",5398333,96.2,7.56,3105248796,55.77
"1089","Thailand",1965,"South-Eastern Asia","Asia",31822798,86.8,6.13,12397227908,57.8
"1091","Togo",1965,"Western Africa","Africa",1708632,147.7,6.79,449276599.6,44.43
"1093","Trinidad and Tobago",1965,"Caribbean","Americas",912419,48.8,4.43,3770236777,65.17
"1094","Tunisia",1965,"Northern Africa","Africa",4545340,155.7,7.06,3737795915,47.31
"1095","Turkey",1965,"Western Asia","Asia",31000167,144.1,5.95,56287179430,50.96
"1100","United Kingdom",1965,"Northern Europe","Europe",54278349,20.1,2.76,614919984602,71.52
"1101","United States",1965,"Northern America","Americas",199403532,23.3,2.93,3162742602840,70.41
"1102","Uruguay",1965,"South America","Americas",2694535,52.1,2.84,11102859567,68.74
"1105","Venezuela",1965,"South America","Americas",9824694,53.1,6.37,55387357767,63.09
"1109","Zambia",1965,"Eastern Africa","Africa",3559687,114,7.29,2214800544,50.96
"1110","Zimbabwe",1965,"Eastern Africa","Africa",4422132,80.5,7.37,1735211094,55.25
"1112","Algeria",1966,"Northern Africa","Africa",12980269,149.3,7.66,13790556982,50.58
"1115","Argentina",1966,"South America","Americas",22608747,58.89,3.05,129699051637,66.08
"1118","Australia",1966,"Australia and New Zealand","Oceania",11657281,18.3,2.89,123723654026,70.79
"1119","Austria",1966,"Western Europe","Europe",7345865,27.3,2.66,68573389646,70.22
"1123","Bangladesh",1966,"Southern Asia","Asia",57675529,155,6.9,16435426595,48.63
"1124","Barbados",1966,"Caribbean","Americas",236043,49.2,3.81,1063887746,64.64
"1126","Belgium",1966,"Western Europe","Europe",9493656,23.3,2.5,89864126386,70.58
"1128","Benin",1966,"Western Africa","Africa",2681382,166.8,6.59,754460310.4,41.5
"1130","Bolivia",1966,"South America","Americas",4152665,156.5,6.59,4058226603,45.99
"1132","Botswana",1966,"Southern Africa","Africa",612950,97,6.7,179761624.1,52.36
"1133","Brazil",1966,"South America","Americas",86494987,112.1,5.66,136947905157,58.07
"1136","Burkina Faso",1966,"Western Africa","Africa",5256363,151.8,6.49,694033153,38.3
"1137","Burundi",1966,"Eastern Africa","Africa",3153879,144.5,7.22,386256700.6,42.18
"1139","Cameroon",1966,"Middle Africa","Africa",6130990,148.1,6.01,3291236402,46.67
"1140","Canada",1966,"Northern America","Americas",20041006,22.1,2.81,236659979328,71.86
"1142","Central African Republic",1966,"Middle Africa","Africa",1682874,148.6,5.95,556732800.3,40.5
"1144","Chile",1966,"South America","Americas",8802926,87.4,4.8,18555706498,59.54
"1146","Colombia",1966,"South America","Americas",19721464,79,6.42,25128529190,61.16
"1149","Congo, Rep.",1966,"Middle Africa","Africa",1190361,97.3,6.14,747391523.7,51.45
"1150","Costa Rica",1966,"Central America","Americas",1642189,66.3,6.33,3321721143,65.33
"1151","Cote d'Ivoire",1966,"Western Africa","Africa",4400054,178.7,7.76,3245769317,42.21
"1156","Denmark",1966,"Northern Europe","Europe",4796157,17,2.62,69265775692,72.57
"1158","Dominican Republic",1966,"Caribbean","Americas",4001377,92.8,6.9,3898053873,58.02
"1159","Ecuador",1966,"South America","Americas",5405692,104.6,6.49,4463233149,57.47
"1160","Egypt",1966,"Northern Africa","Africa",31660914,173.6,6.33,17439059545,51.29
"1161","El Salvador",1966,"Central America","Americas",3290397,113.6,6.57,5995943686,55.93
"1166","Fiji",1966,"Melanesia","Oceania",476329,45.3,5.28,508775824.3,58.14
"1167","Finland",1966,"Northern Europe","Europe",4577033,15.8,2.41,42022327347,69.68
