Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher	Image-URL-S	Image-URL-M	Image-URL-L
93	0451206673	Pen Pals	Olivia Goldsmith	2002	Signet Book	http://images.amazon.com/images/P/0451206673.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg	
94	0330332775	Bridget Jones's Diary	Helen Fielding	1997	Picador (UK)	http://images.amazon.com/images/P/0330332775.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg	
95	0486284735	Pride and Prejudice (Dover Thrift Editions)	Jane Austen	1995	Dover Publications	http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg	
96	0671021745	EYE ON CRIME: HARDY BOYS #153	Franklin W. Dixon	1998	Aladdin	http://images.amazon.com/images/P/0671021745.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671021745.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg	
97	0785263292	If Singleness Is a Gift, What's the Return Policy?	Holly Virden	2003	Nelson Books	http://images.amazon.com/images/P/0785263292.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0785263292.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg	
98	0553278223	The Martian Chronicles	RAY BRADBURY	1984	Spectra	http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg	
99	3150000335	Kabale Und Liebe	Schiller	0	Philipp Reclam, Jun Verlag GmbH	http://images.amazon.com/images/P/3150000335.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/3150000335.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg	
100	3257208634	Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.	Ray Bradbury	1981	Diogenes Verlag	http://images.amazon.com/images/P/3257208634.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/3257208634.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg	
101	342311360X	Die Liebe in Den Zelten	Gabriel Garcia Marquez	0	Deutscher Taschenbuch Verlag (DTV)	http://images.amazon.com/images/P/342311360X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/342311360X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/342311360X.01.LZZZZZZZ.jpg	
102	3498020862	Die Korrekturen.	Jonathan Franzen	2002	Rowohlt, Reinbek	http://images.amazon.com/images/P/3498020862.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg	
103	3499110695	Neun ErzÃ?Â¤hlungen.	Jerome D. Salinger	1968	Rowohlt Tb.	http://images.amazon.com/images/P/3499110695.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/3499110695.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg	
104	0060977493	The God of Small Things	Arundhati Roy	1998	Perennial	http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg	
105	0312872682	The James Dean Affair: A Neil Gulliver &amp	 Stevie Marriner Novel	Robert S. Levinson	2000	St Martins Pr	http://images.amazon.com/images/P/0312872682.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312872682.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg	
106	0316693006	Four Blind Mice	James Patterson	2002	Little, Brown	http://images.amazon.com/images/P/0316693006.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg	
107	0345311396	Private Screening	Richard North Patterson	1994	Ballantine Books	http://images.amazon.com/images/P/0345311396.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg	
108	0345378490	Congo	Michael Crichton	1995	Ballantine Books	http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg	
109	0345404793	Protect and Defend	Richard North Patterson	2001	Ballantine Books	http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg	
110	0345433173	The Tall Pine Polka	Lorna Landvik	1999	Ballantine Books	http://images.amazon.com/images/P/0345433173.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg	
111	0375400117	Memoirs of a Geisha	Arthur Golden	1997	Alfred A. Knopf	http://images.amazon.com/images/P/0375400117.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg	
112	0375705856	Plainsong (Vintage Contemporaries)	KENT HARUF	2000	Vintage	http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg	
113	0380717018	Body of Evidence (Kay Scarpetta Mysteries (Paperback))	Patricia D. Cornwell	1992	Avon	http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg	
114	0380718332	All That Remains (Kay Scarpetta Mysteries (Paperback))	Patricia D. Cornwell	1993	Avon	http://images.amazon.com/images/P/0380718332.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg	
115	0380754509	The Case of the Lost Look-Alike (An Avon Camelot Book)	Carol J. Farley	1988	Avon Books	http://images.amazon.com/images/P/0380754509.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg	
116	0380807866	The Elusive Flame	Kathleen E. Woodiwiss	1999	Avon	http://images.amazon.com/images/P/0380807866.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg	
117	0385316895	Legacy of Silence	Belva Plain	1998	Bantam Dell Pub Group	http://images.amazon.com/images/P/0385316895.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg	
118	0385497466	The Brethren	JOHN GRISHAM	2000	Doubleday	http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg	
119	0385508042	The King of Torts	John Grisham	2003	Doubleday Books	http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg	
120	0385509456	The Curious Incident of the Dog in the Night-Time : A Novel	MARK HADDON	2003	Doubleday	http://images.amazon.com/images/P/0385509456.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg	
121	0385511612	Bleachers	John Grisham	2003	Doubleday	http://images.amazon.com/images/P/0385511612.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg	
122	0385730586	Sisterhood of the Traveling Pants	ANN BRASHARES	2003	Delacorte Books for Young Readers	http://images.amazon.com/images/P/0385730586.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0385730586.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg	
123	0425164403	Only Love (Magical Love)	Erich Segal	1998	Berkley Publishing Group	http://images.amazon.com/images/P/0425164403.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425164403.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg	
124	0440234964	All or Nothing (Wheeler Large Print Books)	Elizabeth Adler	2000	Island	http://images.amazon.com/images/P/0440234964.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440234964.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg	
125	0446605484	Roses Are Red (Alex Cross Novels)	James Patterson	2001	Warner Vision	http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg	
126	0446610399	The Rescue	Nicholas Sparks	2001	Warner Books	http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg	
127	0449006522	Manhattan Hunt Club	JOHN SAUL	2002	Ballantine Books	http://images.amazon.com/images/P/0449006522.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg	
128	0449911004	Patty Jane's House of Curl (Ballantine Reader's Circle)	LORNA LANDVIK	1996	Ballantine Books	http://images.amazon.com/images/P/0449911004.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449911004.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg	
129	0451162072	Pet Sematary	Stephen King	1994	Signet Book	http://images.amazon.com/images/P/0451162072.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg	
130	0451186648	Silent Snow	Steve Thayer	2000	Signet Book	http://images.amazon.com/images/P/0451186648.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451186648.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg	
131	0452282152	Girl with a Pearl Earring	Tracy Chevalier	2001	Plume Books	http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg	
132	051513290X	Summer of Storms	Judith Kelman	2002	Jove Books	http://images.amazon.com/images/P/051513290X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/051513290X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg	
133	0553580388	The Patient	Michael Palmer	2001	Bantam Books	http://images.amazon.com/images/P/0553580388.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553580388.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg	
134	0590598848	Demona's Revenge (Gargoyles, No. 2)	Francine Hughes	1995	Scholastic	http://images.amazon.com/images/P/0590598848.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590598848.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg	
135	0671023616	Postmortem (Kay Scarpetta Mysteries (Paperback))	Patricia Cornwell	1998	Pocket	http://images.amazon.com/images/P/0671023616.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671023616.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg	
136	0671027387	Deception Point	Dan Brown	2002	Pocket	http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg	
137	0684848783	Tis : A Memoir	Frank McCourt	1999	Scribner	http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg	
138	0743486226	Angels &amp	 Demons	Dan Brown	2003	Atria	http://images.amazon.com/images/P/0743486226.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0743486226.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0743486226.01.LZZZZZZZ.jpg	
139	0786863986	A Monk Swimming	Malachy McCourt	1998	Hyperion	http://images.amazon.com/images/P/0786863986.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0786863986.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg	
140	0803251718	Crazy Horse	Mari Sandoz	1961	University of Nebraska Press	http://images.amazon.com/images/P/0803251718.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0803251718.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg	
141	140003180X	The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency)	ALEXANDER MCCALL SMITH	2004	Anchor	http://images.amazon.com/images/P/140003180X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/140003180X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg	
142	155874262X	Chicken Soup for the Soul (Chicken Soup for the Soul)	Jack Canfield	1993	Health Communications	http://images.amazon.com/images/P/155874262X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg	
143	0060987103	Wicked: The Life and Times of the Wicked Witch of the West	Gregory Maguire	1996	Regan Books	http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg	
144	0151008116	Life of Pi	Yann Martel	2002	Harcourt	http://images.amazon.com/images/P/0151008116.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0151008116.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg	
145	0375704965	A Judgement in Stone	Ruth Rendell	2000	Vintage Books USA	http://images.amazon.com/images/P/0375704965.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375704965.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg	
146	0525947647	Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right	Al Franken	2003	Dutton Books	http://images.amazon.com/images/P/0525947647.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0525947647.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg	
147	0804111359	Secret History	DONNA TARTT	1993	Ballantine Books	http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg	
148	1558744150	Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))	Jack Canfield	1996	Health Communications	http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg	
149	0435272683	Great Expectations (Heinemann Guided Readers)	John Milne	1995	Delta Systems	http://images.amazon.com/images/P/0435272683.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0435272683.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg	
150	006102063X	Moving Pictures (Discworld Novels (Paperback))	Terry Pratchett	2002	HarperTorch	http://images.amazon.com/images/P/006102063X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/006102063X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg	
151	0060013117	Night Watch	Terry Pratchett	2002	HarperCollins	http://images.amazon.com/images/P/0060013117.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg	
152	0060199563	Thief of Time	Terry Pratchett	2001	HarperCollins Publishers	http://images.amazon.com/images/P/0060199563.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060199563.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg	
153	006052779X	Charlotte's Web Book and Charm (Charming Classics)	E. B. White	2003	HarperFestival	http://images.amazon.com/images/P/006052779X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/006052779X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg	
154	0060809027	My Friend Flicka	Mary O'Hara	1988	Perennial	http://images.amazon.com/images/P/0060809027.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060809027.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg	
155	0140620664	Mansfield Park (Penguin Popular Classics)	Jane Austen	1994	Penguin Books Ltd	http://images.amazon.com/images/P/0140620664.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0140620664.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg	
156	0312148267	The Wind in the Willows	Kenneth Grahame	1996	St. Martin's Press	http://images.amazon.com/images/P/0312148267.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312148267.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg	
157	0312890044	Moonheart (Newford)	Charles de Lint	1994	Orb Books	http://images.amazon.com/images/P/0312890044.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312890044.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg	
158	034543191X	The King of Elfland's Daughter (Del Rey Impact)	Edward John Moreton Drax Plunkett Dunsany	1999	Del Rey Books	http://images.amazon.com/images/P/034543191X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/034543191X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg	
159	0375801677	The Iron Giant	Ted Hughes	1999	Knopf Books for Young Readers	http://images.amazon.com/images/P/0375801677.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375801677.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg	
160	0375823468	The Subtle Knife (His Dark Materials, Book 2)	PHILIP PULLMAN	2002	Knopf Books for Young Readers	http://images.amazon.com/images/P/0375823468.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375823468.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg	
161	0380973839	Martian Chronicles	Ray Bradbury	1997	William Morrow	http://images.amazon.com/images/P/0380973839.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380973839.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg	
162	0440241413	Confessions of a Shopaholic	SOPHIE KINSELLA	2003	Dell	http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg	
163	0451409256	Making Minty Malone	Isabel Wolff	2000	Onyx Books	http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg	
164	0451523415	Little Women (Signet Classic)	Louisa May Alcott	1988	Signet Classics	http://images.amazon.com/images/P/0451523415.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451523415.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg	
165	0451526279	Emma (Signet Classics (Paperback))	Jane Austen	1996	Signet Classics	http://images.amazon.com/images/P/0451526279.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451526279.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg	
166	0451526341	Animal Farm	George Orwell	2004	Signet	http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg	
167	0486415864	Great Expectations (Dover Thrift Editions)	Charles Dickens	2001	Dover Publications	http://images.amazon.com/images/P/0486415864.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0486415864.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg	
168	0571197639	Poisonwood Bible Edition Uk	Barbara Kingsolver	0	Faber Faber Inc	http://images.amazon.com/images/P/0571197639.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0571197639.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0571197639.01.LZZZZZZZ.jpg	
169	0670035262	The Green Man : Tales from the Mythic Forest	Ellen Datlow	2002	Viking Juvenile	http://images.amazon.com/images/P/0670035262.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0670035262.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg	
